"","word","freq"
"have a new","have a new",16
"have always been","have always been",16
"have been the","have been the",16
"have the opportunity","have the opportunity",16
"have to admit","have to admit",16
"have to see","have to see",16
"his or her","his or her",16
"hole in the","hole in the",16
"hope you are","hope you are",16
"how you can","how you can",16
"i began to","i began to",16
"i do have","i do have",16
"i don't even","i don't even",16
"i found a","i found a",16
"i have come","i have come",16
"i just can't","i just can't",16
"i know the","i know the",16
"i like it","i like it",16
"i look at","i look at",16
"i love my","i love my",16
"i love to","i love to",16
"i loved the","i loved the",16
"i think a","i think a",16
"i think you","i think you",16
"i was like","i was like",16
"i will not","i will not",16
"i will say","i will say",16
"i'm a little","i'm a little",16
"if i have","if i have",16
"if we could","if we could",16
"if you know","if you know",16
"in the evening","in the evening",16
"in the national","in the national",16
"in the season","in the season",16
"in washington dc","in washington dc",16
"interested in the","interested in the",16
"is due to","is due to",16
"is filled with","is filled with",16
"is it that","is it that",16
"is not to","is not to",16
"it at the","it at the",16
"it is my","it is my",16
"it up and","it up and",16
"it was all","it was all",16
"it was good","it was good",16
"it will take","it will take",16
"it's time for","it's time for",16
"ite28099s going to","ite28099s going to",16
"just got a","just got a",16
"let you know","let you know",16
"life is a","life is a",16
"like i was","like i was",16
"make a difference","make a difference",16
"me when i","me when i",16
"might as well","might as well",16
"more than that","more than that",16
"my husband and","my husband and",16
"my life i","my life i",16
"name of the","name of the",16
"need to do","need to do",16
"need to go","need to go",16
"no one else","no one else",16
"not to say","not to say",16
"noted that the","noted that the",16
"now and then","now and then",16
"of all time","of all time",16
"of dollars in","of dollars in",16
"of his career","of his career",16
"of the movie","of the movie",16
"of the original","of the original",16
"of the second","of the second",16
"on the line","on the line",16
"other side of","other side of",16
"out of control","out of control",16
"outside of the","outside of the",16
"over the place","over the place",16
"part of this","part of this",16
"play in the","play in the",16
"result of the","result of the",16
"seems like a","seems like a",16
"she has a","she has a",16
"she was the","she was the",16
"so i could","so i could",16
"so i was","so i was",16
"so it is","so it is",16
"something like that","something like that",16
"state of the","state of the",16
"than any other","than any other",16
"that she had","that she had",16
"that the company","that the company",16
"that was not","that was not",16
"the art of","the art of",16
"the best in","the best in",16
"the day before","the day before",16
"the door and","the door and",16
"the last couple","the last couple",16
"the last year","the last year",16
"the likes of","the likes of",16
"the midst of","the midst of",16
"the money to","the money to",16
"the most of","the most of",16
"the most popular","the most popular",16
"the no 1","the no 1",16
"the one i","the one i",16
"the parking lot","the parking lot",16
"the private sector","the private sector",16
"the purpose of","the purpose of",16
"the question of","the question of",16
"the regular season","the regular season",16
"the spirit of","the spirit of",16
"the state and","the state and",16
"the state department","the state department",16
"the supreme court","the supreme court",16
"the things i","the things i",16
"the water and","the water and",16
"the way for","the way for",16
"the way they","the way they",16
"there are those","there are those",16
"there in the","there in the",16
"they were in","they were in",16
"things that are","things that are",16
"think about the","think about the",16
"think it was","think it was",16
"this is just","this is just",16
"this is why","this is why",16
"this morning i","this morning i",16
"to address the","to address the",16
"to go home","to go home",16
"to go through","to go through",16
"to make some","to make some",16
"to make your","to make your",16
"to see that","to see that",16
"to see them","to see them",16
"to take it","to take it",16
"to the big","to the big",16
"to worry about","to worry about",16
"told me he","told me he",16
"two of them","two of them",16
"up on my","up on my",16
"up to a","up to a",16
"us to be","us to be",16
"used as a","used as a",16
"waiting for the","waiting for the",16
"want to have","want to have",16
"was going on","was going on",16
"was such a","was such a",16
"was the most","was the most",16
"we are still","we are still",16
"we get to","we get to",16
"we used to","we used to",16
"we were in","we were in",16
"we will have","we will have",16
"we would have","we would have",16
"welcome to the","welcome to the",16
"were on the","were on the",16
"which has been","which has been",16
"wide range of","wide range of",16
"wish i had","wish i had",16
"with some of","with some of",16
"with the state","with the state",16
"with the team","with the team",16
"working on a","working on a",16
"you had a","you had a",16
"you have been","you have been",16
"you have no","you have no",16
"you know i","you know i",16
"you want the","you want the",16
"you've got to","you've got to",16
"a break from","a break from",15
"a few things","a few things",15
"a glass of","a glass of",15
"a large bowl","a large bowl",15
"a month ago","a month ago",15
"a news conference","a news conference",15
"a photo of","a photo of",15
"a sign of","a sign of",15
"a state of","a state of",15
"again and again","again and again",15
"all in all","all in all",15
"an increase in","an increase in",15
"and continue to","and continue to",15
"and i feel","and i feel",15
"and many of","and many of",15
"and tried to","and tried to",15
"and went to","and went to",15
"anniversary of the","anniversary of the",15
"are just a","are just a",15
"are those who","are those who",15
"around the country","around the country",15
"as a whole","as a whole",15
"as simple as","as simple as",15
"as they were","as they were",15
"at the last","at the last",15
"at the start","at the start",15
"be nice to","be nice to",15
"be the last","be the last",15
"because he is","because he is",15
"but he has","but he has",15
"but it also","but it also",15
"by the fact","by the fact",15
"can i get","can i get",15
"caught up in","caught up in",15
"check out our","check out our",15
"city in the","city in the",15
"come back and","come back and",15
"declined to comment","declined to comment",15
"do not know","do not know",15
"do you do","do you do",15
"don't have the","don't have the",15
"done28099t know what","done28099t know what",15
"done28099t need to","done28099t need to",15
"during the day","during the day",15
"each of us","each of us",15
"earlier this week","earlier this week",15
"every day and","every day and",15
"excited to see","excited to see",15
"few of the","few of the",15
"first time since","first time since",15
"for as long","for as long",15
"for failing to","for failing to",15
"for him and","for him and",15
"for the sake","for the sake",15
"from the new","from the new",15
"front of me","front of me",15
"give him a","give him a",15
"good to be","good to be",15
"great to see","great to see",15
"had been in","had been in",15
"have had to","have had to",15
"have never been","have never been",15
"have to pay","have to pay",15
"have yet to","have yet to",15
"he was going","he was going",15
"i am trying","i am trying",15
"i can make","i can make",15
"i didn't even","i didn't even",15
"i don't feel","i don't feel",15
"i got my","i got my",15
"i have found","i have found",15
"i have some","i have some",15
"i just got","i just got",15
"i just wanted","i just wanted",15
"i might be","i might be",15
"i tell you","i tell you",15
"i thought about","i thought about",15
"i thought the","i thought the",15
"i want you","i want you",15
"i will never","i will never",15
"i would do","i would do",15
"i would never","i would never",15
"i'm not a","i'm not a",15
"if he had","if he had",15
"if he was","if he was",15
"if this is","if this is",15
"impact on the","impact on the",15
"in a little","in a little",15
"in a medium","in a medium",15
"in at the","in at the",15
"in exchange for","in exchange for",15
"in real life","in real life",15
"in the dark","in the dark",15
"in the fridge","in the fridge",15
"in the garden","in the garden",15
"in the hospital","in the hospital",15
"in the living","in the living",15
"in the movie","in the movie",15
"in the nation","in the nation",15
"in the sun","in the sun",15
"in the water","in the water",15
"in the works","in the works",15
"into one of","into one of",15
"is designed to","is designed to",15
"is starting to","is starting to",15
"it and the","it and the",15
"it back to","it back to",15
"it in my","it in my",15
"it into the","it into the",15
"it is one","it is one",15
"it must be","it must be",15
"it was really","it was really",15
"it's a great","it's a great",15
"it's kind of","it's kind of",15
"it's one of","it's one of",15
"last week i","last week i",15
"last year when","last year when",15
"like i have","like i have",15
"listening to the","listening to the",15
"long enough to","long enough to",15
"love to see","love to see",15
"me for a","me for a",15
"me want to","me want to",15
"much as possible","much as possible",15
"need to know","need to know",15
"night at the","night at the",15
"no idea how","no idea how",15
"no one is","no one is",15
"no reason to","no reason to",15
"not just a","not just a",15
"not only is","not only is",15
"of it all","of it all",15
"of millions of","of millions of",15
"of the box","of the box",15
"of the church","of the church",15
"of the few","of the few",15
"of the future","of the future",15
"of the team","of the team",15
"of this year","of this year",15
"on both sides","on both sides",15
"on in the","on in the",15
"on my blog","on my blog",15
"on my face","on my face",15
"on the ballot","on the ballot",15
"on the front","on the front",15
"on the radio","on the radio",15
"on the street","on the street",15
"one of us","one of us",15
"out of their","out of their",15
"out of town","out of town",15
"portion of the","portion of the",15
"put on a","put on a",15
"quite a few","quite a few",15
"relationship with the","relationship with the",15
"said i think","said i think",15
"said it will","said it will",15
"said it would","said it would",15
"see you there","see you there",15
"similar to the","similar to the",15
"since i was","since i was",15
"size of the","size of the",15
"so that the","so that the",15
"so that they","so that they",15
"so that you","so that you",15
"so they can","so they can",15
"so we are","so we are",15
"some of that","some of that",15
"support for the","support for the",15
"that all the","that all the",15
"that i didn't","that i didn't",15
"that is why","that is why",15
"that it had","that it had",15
"that many of","that many of",15
"that needs to","that needs to",15
"that the city","that the city",15
"that they had","that they had",15
"that this was","that this was",15
"that we can","that we can",15
"that you need","that you need",15
"the air and","the air and",15
"the author of","the author of",15
"the car and","the car and",15
"the city council","the city council",15
"the corner of","the corner of",15
"the details of","the details of",15
"the effects of","the effects of",15
"the first one","the first one",15
"the first year","the first year",15
"the good news","the good news",15
"the impact of","the impact of",15
"the more you","the more you",15
"the morning and","the morning and",15
"the most recent","the most recent",15
"the next one","the next one",15
"the ones who","the ones who",15
"the only other","the only other",15
"the part of","the part of",15
"the presence of","the presence of",15
"the quality of","the quality of",15
"the right direction","the right direction",15
"the road to","the road to",15
"the sake of","the sake of",15
"the same day","the same day",15
"the same for","the same for",15
"the second quarter","the second quarter",15
"the thought of","the thought of",15
"the title of","the title of",15
"the truth is","the truth is",15
"the us department","the us department",15
"the way that","the way that",15
"there are other","there are other",15
"there may be","there may be",15
"there was an","there was an",15
"they are so","they are so",15
"they are the","they are the",15
"they don't have","they don't have",15
"they have the","they have the",15
"they would have","they would have",15
"thing is that","thing is that",15
"thinking about it","thinking about it",15
"this is how","this is how",15
"this morning and","this morning and",15
"this time i","this time i",15
"through the first","through the first",15
"time to be","time to be",15
"to be sure","to be sure",15
"to do some","to do some",15
"to end the","to end the",15
"to get away","to get away",15
"to get through","to get through",15
"to get you","to get you",15
"to give you","to give you",15
"to go into","to go into",15
"to have it","to have it",15
"to look like","to look like",15
"to los angeles","to los angeles",15
"to me as","to me as",15
"to move forward","to move forward",15
"to point out","to point out",15
"to provide the","to provide the",15
"to raise money","to raise money",15
"to read the","to read the",15
"to reduce the","to reduce the",15
"to understand the","to understand the",15
"to use a","to use a",15
"to wake up","to wake up",15
"too much of","too much of",15
"turned into a","turned into a",15
"want to talk","want to talk",15
"wanted to see","wanted to see",15
"was charged with","was charged with",15
"was still a","was still a",15
"was that i","was that i",15
"was the last","was the last",15
"way out of","way out of",15
"we are in","we are in",15
"we can get","we can get",15
"were supposed to","were supposed to",15
"what is going","what is going",15
"what it means","what it means",15
"when i am","when i am",15
"when i started","when i started",15
"when it is","when it is",15
"while he was","while he was",15
"who lives in","who lives in",15
"why are you","why are you",15
"with one of","with one of",15
"with the help","with the help",15
"you and i","you and i",15
"you going to","you going to",15
"you live in","you live in",15
"you think you","you think you",15
"you will get","you will get",15
"a box of","a box of",14
"a great way","a great way",14
"a loss of","a loss of",14
"a lot and","a lot and",14
"a spokeswoman for","a spokeswoman for",14
"a very long","a very long",14
"a week and","a week and",14
"a woman who","a woman who",14
"a young man","a young man",14
"about it i","about it i",14
"all of a","all of a",14
"all of his","all of his",14
"also have a","also have a",14
"am not a","am not a",14
"an average of","an average of",14
"an example of","an example of",14
"an interview with","an interview with",14
"and did not","and did not",14
"and i didn't","and i didn't",14
"and i thought","and i thought",14
"and i want","and i want",14
"and more than","and more than",14
"and no one","and no one",14
"and so i","and so i",14
"and that i","and that i",14
"and the best","and the best",14
"and while i","and while i",14
"and you have","and you have",14
"anyone who has","anyone who has",14
"are starting to","are starting to",14
"as bad as","as bad as",14
"as to the","as to the",14
"at home and","at home and",14
"at the hospital","at the hospital",14
"at the school","at the school",14
"be the most","be the most",14
"because of their","because of their",14
"because they have","because they have",14
"believe that the","believe that the",14
"billions of dollars","billions of dollars",14
"but he did","but he did",14
"but he is","but he is",14
"but he was","but he was",14
"but in a","but in a",14
"but it will","but it will",14
"but she was","but she was",14
"called it a","called it a",14
"comes from the","comes from the",14
"day in the","day in the",14
"decided not to","decided not to",14
"do it for","do it for",14
"do the right","do the right",14
"enough to be","enough to be",14
"every one of","every one of",14
"for a full","for a full",14
"for a great","for a great",14
"for a lot","for a lot",14
"for a second","for a second",14
"for example the","for example the",14
"for less than","for less than",14
"for me the","for me the",14
"for the future","for the future",14
"for the state","for the state",14
"forward to the","forward to the",14
"friday and saturday","friday and saturday",14
"from the first","from the first",14
"from the other","from the other",14
"from the public","from the public",14
"front of a","front of a",14
"give you a","give you a",14
"go with the","go with the",14
"going to give","going to give",14
"going to keep","going to keep",14
"good way to","good way to",14
"had such a","had such a",14
"had to take","had to take",14
"happy mother's day","happy mother's day",14
"hard to believe","hard to believe",14
"has had a","has had a",14
"have a wonderful","have a wonderful",14
"have you been","have you been",14
"have you ever","have you ever",14
"he could not","he could not",14
"he had no","he had no",14
"he had to","he had to",14
"he has not","he has not",14
"he needs to","he needs to",14
"he said but","he said but",14
"he would not","he would not",14
"her in the","her in the",14
"high school in","high school in",14
"him on the","him on the",14
"how can i","how can i",14
"how many of","how many of",14
"how many times","how many times",14
"how much of","how much of",14
"how to be","how to be",14
"i also have","i also have",14
"i am now","i am now",14
"i decided that","i decided that",14
"i don't get","i don't get",14
"i done28099t have","i done28099t have",14
"i done28099t like","i done28099t like",14
"i hate when","i hate when",14
"i kind of","i kind of",14
"i like that","i like that",14
"i liked the","i liked the",14
"i may have","i may have",14
"i mean i","i mean i",14
"i started to","i started to",14
"i was getting","i was getting",14
"i was reading","i was reading",14
"i'll have to","i'll have to",14
"i'm looking forward","i'm looking forward",14
"if i don't","if i don't",14
"if we are","if we are",14
"if we were","if we were",14
"if you could","if you could",14
"if you ever","if you ever",14
"if you get","if you get",14
"if you would","if you would",14
"in a series","in a series",14
"in all of","in all of",14
"in fact i","in fact i",14
"in for a","in for a",14
"in many ways","in many ways",14
"in my house","in my house",14
"in my own","in my own",14
"in some of","in some of",14
"in some ways","in some ways",14
"in the center","in the center",14
"in the front","in the front",14
"in the previous","in the previous",14
"in the senate","in the senate",14
"in the spring","in the spring",14
"in the store","in the store",14
"in your own","in your own",14
"interest in the","interest in the",14
"is at the","is at the",14
"is coming to","is coming to",14
"is hard to","is hard to",14
"is having a","is having a",14
"is like a","is like a",14
"is no way","is no way",14
"is that we","is that we",14
"is that you","is that you",14
"is the perfect","is the perfect",14
"is the same","is the same",14
"is why i","is why i",14
"it did not","it did not",14
"it felt like","it felt like",14
"it from the","it from the",14
"it had to","it had to",14
"it if i","it if i",14
"it may not","it may not",14
"it out of","it out of",14
"it that way","it that way",14
"it's a good","it's a good",14
"it's just a","it's just a",14
"it's time to","it's time to",14
"ite28099s hard to","ite28099s hard to",14
"just like the","just like the",14
"last couple of","last couple of",14
"last day of","last day of",14
"last week and","last week and",14
"lead in the","lead in the",14
"learn more about","learn more about",14
"learning how to","learning how to",14
"leave a comment","leave a comment",14
"let go of","let go of",14
"little bit more","little bit more",14
"living in the","living in the",14
"looked like a","looked like a",14
"majority of the","majority of the",14
"make you feel","make you feel",14
"me to do","me to do",14
"more important than","more important than",14
"more than half","more than half",14
"most of it","most of it",14
"moved to the","moved to the",14
"need to take","need to take",14
"never had a","never had a",14
"never heard of","never heard of",14
"no one was","no one was",14
"not have to","not have to",14
"nothing more than","nothing more than",14
"now i am","now i am",14
"now that the","now that the",14
"of a man","of a man",14
"of each other","of each other",14
"of it was","of it was",14
"of last year","of last year",14
"of the four","of the four",14
"of the lord","of the lord",14
"of the problem","of the problem",14
"of the reasons","of the reasons",14
"of them and","of them and",14
"of us who","of us who",14
"of what you","of what you",14
"on the show","on the show",14
"on the web","on the web",14
"on the west","on the west",14
"one of three","one of three",14
"one of you","one of you",14
"or in the","or in the",14
"or more of","or more of",14
"part of my","part of my",14
"part of that","part of that",14
"people have been","people have been",14
"playing in the","playing in the",14
"point out that","point out that",14
"rather than the","rather than the",14
"remind me of","remind me of",14
"reminded me of","reminded me of",14
"response to the","response to the",14
"responsible for the","responsible for the",14
"right now i","right now i",14
"room in the","room in the",14
"rt if you","rt if you",14
"run in the","run in the",14
"said in the","said in the",14
"said of the","said of the",14
"see you in","see you in",14
"sense of humor","sense of humor",14
"serve as a","serve as a",14
"she had been","she had been",14
"she wanted to","she wanted to",14
"she wants to","she wants to",14
"so i guess","so i guess",14
"so i thought","so i thought",14
"so proud of","so proud of",14
"tell you how","tell you how",14
"thanks for sharing","thanks for sharing",14
"thanks for stopping","thanks for stopping",14
"that could be","that could be",14
"that he could","that he could",14
"that is all","that is all",14
"that made me","that made me",14
"that may be","that may be",14
"that no one","that no one",14
"that she would","that she would",14
"the city and","the city and",14
"the country and","the country and",14
"the door to","the door to",14
"the end result","the end result",14
"the first person","the first person",14
"the issue of","the issue of",14
"the next couple","the next couple",14
"the next time","the next time",14
"the next two","the next two",14
"the person who","the person who",14
"the port authority","the port authority",14
"the question is","the question is",14
"the reason why","the reason why",14
"the sort of","the sort of",14
"the strength of","the strength of",14
"the time but","the time but",14
"the world the","the world the",14
"their way to","their way to",14
"there are also","there are also",14
"there was some","there was some",14
"there were some","there were some",14
"think i can","think i can",14
"this book is","this book is",14
"this past week","this past week",14
"this to be","this to be",14
"those in the","those in the",14
"to a great","to a great",14
"to add a","to add a",14
"to an end","to an end",14
"to be so","to be so",14
"to be used","to be used",14
"to get an","to get an",14
"to get him","to get him",14
"to get me","to get me",14
"to go for","to go for",14
"to have some","to have some",14
"to have your","to have your",14
"to help us","to help us",14
"to keep her","to keep her",14
"to learn how","to learn how",14
"to meet you","to meet you",14
"to pay the","to pay the",14
"to realize that","to realize that",14
"to remove the","to remove the",14
"to spend a","to spend a",14
"to tell me","to tell me",14
"told me to","told me to",14
"trying to find","trying to find",14
"use it to","use it to",14
"use of the","use of the",14
"waiting for a","waiting for a",14
"want it to","want it to",14
"want them to","want them to",14
"was kind of","was kind of",14
"was ready to","was ready to",14
"was the one","was the one",14
"we got a","we got a",14
"we still have","we still have",14
"we were all","we were all",14
"wee28099re going to","wee28099re going to",14
"what are the","what are the",14
"what he was","what he was",14
"what is it","what is it",14
"what you need","what you need",14
"when i see","when i see",14
"when i went","when i went",14
"who is in","who is in",14
"will be no","will be no",14
"will give you","will give you",14
"winner of the","winner of the",14
"would be great","would be great",14
"years ago and","years ago and",14
"yes i am","yes i am",14
"you are doing","you are doing",14
"you had to","you had to",14
"you know how","you know how",14
"you know it","you know it",14
"you like the","you like the",14
"you may not","you may not",14
"you must be","you must be",14
"you need a","you need a",14
"you on the","you on the",14
"you should be","you should be",14
"you think of","you think of",14
"9 am to","9 am to",13
"a bit and","a bit and",13
"a commitment to","a commitment to",13
"a day of","a day of",13
"a great night","a great night",13
"a letter to","a letter to",13
"a little different","a little different",13
"a little less","a little less",13
"a little over","a little over",13
"a lot like","a lot like",13
"a new york","a new york",13
"a police officer","a police officer",13
"a role in","a role in",13
"a week ago","a week ago",13
"a year later","a year later",13
"able to be","able to be",13
"able to find","able to find",13
"about all the","about all the",13
"across the street","across the street",13
"all of that","all of that",13
"amount of money","amount of money",13
"an hour and","an hour and",13
"and check out","and check out",13
"and even though","and even though",13
"and get the","and get the",13
"and how much","and how much",13
"and i'm not","and i'm not",13
"and is a","and is a",13
"and is now","and is now",13
"and it's a","and it's a",13
"and make a","and make a",13
"and now i","and now i",13
"and said he","and said he",13
"and she has","and she has",13
"and she is","and she is",13
"and that they","and that they",13
"and the whole","and the whole",13
"and the world","and the world",13
"and what i","and what i",13
"and with a","and with a",13
"are a number","are a number",13
"are part of","are part of",13
"are the only","are the only",13
"are you in","are you in",13
"arrived at the","arrived at the",13
"as if the","as if the",13
"as we were","as we were",13
"at one time","at one time",13
"at the center","at the center",13
"based on a","based on a",13
"be allowed to","be allowed to",13
"be seen in","be seen in",13
"been up to","been up to",13
"before he was","before he was",13
"bit of an","bit of an",13
"bring to a","bring to a",13
"but as the","but as the",13
"but he also","but he also",13
"but i really","but i really",13
"but it doesn't","but it doesn't",13
"came to a","came to a",13
"can get a","can get a",13
"can have a","can have a",13
"come to a","come to a",13
"control of the","control of the",13
"did in the","did in the",13
"did not return","did not return",13
"do what i","do what i",13
"doesn't want to","doesn't want to",13
"don't forget to","don't forget to",13
"each other in","each other in",13
"end of this","end of this",13
"even though the","even though the",13
"even though we","even though we",13
"first half of","first half of",13
"for a day","for a day",13
"for a year","for a year",13
"for much of","for much of",13
"for people who","for people who",13
"for the ff","for the ff",13
"for the kind","for the kind",13
"for the night","for the night",13
"for the season","for the season",13
"for the team","for the team",13
"for the week","for the week",13
"forward to it","forward to it",13
"friend of mine","friend of mine",13
"from the start","from the start",13
"get a little","get a little",13
"get a lot","get a lot",13
"get into the","get into the",13
"get to know","get to know",13
"give us a","give us a",13
"go for a","go for a",13
"going to start","going to start",13
"got a lot","got a lot",13
"had a wonderful","had a wonderful",13
"has a new","has a new",13
"has to do","has to do",13
"have all the","have all the",13
"have been doing","have been doing",13
"have been so","have been so",13
"have the right","have the right",13
"have to ask","have to ask",13
"he can be","he can be",13
"he does not","he does not",13
"he said in","he said in",13
"he says he","he says he",13
"he told the","he told the",13
"he tried to","he tried to",13
"he was also","he was also",13
"he was an","he was an",13
"here it is","here it is",13
"how did you","how did you",13
"how do i","how do i",13
"i am looking","i am looking",13
"i can find","i can find",13
"i can't get","i can't get",13
"i chose to","i chose to",13
"i didn't think","i didn't think",13
"i don't care","i don't care",13
"i don't really","i don't really",13
"i find that","i find that",13
"i forgot to","i forgot to",13
"i get the","i get the",13
"i had my","i had my",13
"i had never","i had never",13
"i just have","i just have",13
"i just need","i just need",13
"i looked at","i looked at",13
"i said i","i said i",13
"i saw it","i saw it",13
"i thought this","i thought this",13
"i took the","i took the",13
"i was born","i was born",13
"i was pretty","i was pretty",13
"i was the","i was the",13
"ie28099d like to","ie28099d like to",13
"in a couple","in a couple",13
"in a long","in a long",13
"in a lot","in a lot",13
"in a recent","in a recent",13
"in an effort","in an effort",13
"in any way","in any way",13
"in fact it","in fact it",13
"in his own","in his own",13
"in light of","in light of",13
"in recent weeks","in recent weeks",13
"in the 1970s","in the 1970s",13
"in the direction","in the direction",13
"in the east","in the east",13
"in the ground","in the ground",13
"in the mail","in the mail",13
"in the nba","in the nba",13
"in the program","in the program",13
"in the sky","in the sky",13
"in the woods","in the woods",13
"in their own","in their own",13
"in those days","in those days",13
"in which they","in which they",13
"in with the","in with the",13
"interview with the","interview with the",13
"is a wonderful","is a wonderful",13
"is for the","is for the",13
"is good for","is good for",13
"is made up","is made up",13
"is out of","is out of",13
"is the new","is the new",13
"it i think","it i think",13
"it is for","it is for",13
"it was for","it was for",13
"it was fun","it was fun",13
"it was one","it was one",13
"it was only","it was only",13
"it wasn't a","it wasn't a",13
"keep up the","keep up the",13
"keeping up with","keeping up with",13
"know that the","know that the",13
"know what the","know what the",13
"last night and","last night and",13
"last year but","last year but",13
"last year i","last year i",13
"like i said","like i said",13
"like to share","like to share",13
"listen to the","listen to the",13
"long as you","long as you",13
"look for the","look for the",13
"lost in the","lost in the",13
"made me feel","made me feel",13
"make me feel","make me feel",13
"may be the","may be the",13
"me as a","me as a",13
"me i am","me i am",13
"me i have","me i have",13
"me out of","me out of",13
"me to get","me to get",13
"me to make","me to make",13
"middle of a","middle of a",13
"might want to","might want to",13
"more often than","more often than",13
"more than 20","more than 20",13
"more than i","more than i",13
"more than two","more than two",13
"most of all","most of all",13
"my best friend","my best friend",13
"my name is","my name is",13
"nature of the","nature of the",13
"need to see","need to see",13
"new year's eve","new year's eve",13
"no longer be","no longer be",13
"no need to","no need to",13
"no one has","no one has",13
"not a bad","not a bad",13
"not able to","not able to",13
"not be the","not be the",13
"not one of","not one of",13
"now in the","now in the",13
"of a sudden","of a sudden",13
"of course we","of course we",13
"of it but","of it but",13
"of life is","of life is",13
"of my friends","of my friends",13
"of my head","of my head",13
"of the budget","of the budget",13
"of the company's","of the company's",13
"of the film","of the film",13
"of the series","of the series",13
"of the worst","of the worst",13
"of you have","of you have",13
"of your life","of your life",13
"off to a","off to a",13
"off with a","off with a",13
"on a daily","on a daily",13
"on and off","on and off",13
"on and on","on and on",13
"on my mind","on my mind",13
"on one of","on one of",13
"on the board","on the board",13
"on the court","on the court",13
"on the market","on the market",13
"on the site","on the site",13
"on the water","on the water",13
"on this blog","on this blog",13
"on this one","on this one",13
"on your own","on your own",13
"one of its","one of its",13
"one or more","one or more",13
"one thing i","one thing i",13
"only thing that","only thing that",13
"or do you","or do you",13
"other than that","other than that",13
"ought to be","ought to be",13
"out by the","out by the",13
"out of your","out of your",13
"out on a","out on a",13
"out there in","out there in",13
"out with a","out with a",13
"owner of the","owner of the",13
"past two years","past two years",13
"pick up the","pick up the",13
"please follow me","please follow me",13
"problem is that","problem is that",13
"rather than a","rather than a",13
"really need to","really need to",13
"referred to as","referred to as",13
"said at the","said at the",13
"said it is","said it is",13
"say the least","say the least",13
"see if i","see if i",13
"see you at","see you at",13
"seen in the","seen in the",13
"several of the","several of the",13
"she said i","she said i",13
"she said that","she said that",13
"size of a","size of a",13
"so i did","so i did",13
"so i know","so i know",13
"so much i","so much i",13
"sorry for the","sorry for the",13
"spending time with","spending time with",13
"spent most of","spent most of",13
"square feet on","square feet on",13
"sure that the","sure that the",13
"tens of thousands","tens of thousands",13
"than half of","than half of",13
"that she is","that she is",13
"that would make","that would make",13
"that you want","that you want",13
"that you will","that you will",13
"the catholic church","the catholic church",13
"the city has","the city has",13
"the city to","the city to",13
"the color of","the color of",13
"the company is","the company is",13
"the consequences of","the consequences of",13
"the cover of","the cover of",13
"the creation of","the creation of",13
"the day i","the day i",13
"the essence of","the essence of",13
"the film is","the film is",13
"the first step","the first step",13
"the first three","the first three",13
"the goal of","the goal of",13
"the grocery store","the grocery store",13
"the height of","the height of",13
"the house of","the house of",13
"the justice department","the justice department",13
"the last day","the last day",13
"the last of","the last of",13
"the last thing","the last thing",13
"the left side","the left side",13
"the man was","the man was",13
"the month of","the month of",13
"the most beautiful","the most beautiful",13
"the names of","the names of",13
"the nature of","the nature of",13
"the next three","the next three",13
"the office of","the office of",13
"the other end","the other end",13
"the other two","the other two",13
"the people in","the people in",13
"the reality of","the reality of",13
"the red sox","the red sox",13
"the right side","the right side",13
"the right time","the right time",13
"the rights of","the rights of",13
"the same period","the same period",13
"the super bowl","the super bowl",13
"the voice of","the voice of",13
"the winner of","the winner of",13
"the world to","the world to",13
"them to the","them to the",13
"there are still","there are still",13
"there was the","there was the",13
"they are doing","they are doing",13
"they had been","they had been",13
"they would be","they would be",13
"things that i","things that i",13
"think i was","think i was",13
"think of a","think of a",13
"think that the","think that the",13
"this month and","this month and",13
"this year but","this year but",13
"this year is","this year is",13
"though it was","though it was",13
"throughout the day","throughout the day",13
"to all my","to all my",13
"to be found","to be found",13
"to be good","to be good",13
"to beat the","to beat the",13
"to enjoy the","to enjoy the",13
"to get more","to get more",13
"to get that","to get that",13
"to get their","to get their",13
"to go in","to go in",13
"to keep my","to keep my",13
"to let you","to let you",13
"to make an","to make an",13
"to make me","to make me",13
"to put in","to put in",13
"to put on","to put on",13
"to read and","to read and",13
"to run a","to run a",13
"to see and","to see and",13
"to see this","to see this",13
"to stop the","to stop the",13
"to tell the","to tell the",13
"to the store","to the store",13
"to those of","to those of",13
"to you and","to you and",13
"turns out that","turns out that",13
"two and a","two and a",13
"up to be","up to be",13
"used to make","used to make",13
"very hard to","very hard to",13
"was also a","was also a",13
"was at the","was at the",13
"was diagnosed with","was diagnosed with",13
"was forced to","was forced to",13
"was just a","was just a",13
"was not the","was not the",13
"was time to","was time to",13
"way through the","way through the",13
"we are now","we are now",13
"we love you","we love you",13
"week at the","week at the",13
"what happens when","what happens when",13
"what i am","what i am",13
"what i had","what i had",13
"what i would","what i would",13
"what is a","what is a",13
"what they want","what they want",13
"what was going","what was going",13
"what you do","what you do",13
"when i came","when i came",13
"where are you","where are you",13
"which can be","which can be",13
"why do i","why do i",13
"will be back","will be back",13
"will be used","will be used",13
"will still be","will still be",13
"will tell you","will tell you",13
"with his wife","with his wife",13
"with lots of","with lots of",13
"with the best","with the best",13
"with the rest","with the rest",13
"work to do","work to do",13
"would be like","would be like",13
"would be nice","would be nice",13
"you are so","you are so",13
"you can read","you can read",13
"you can still","you can still",13
"you choose to","you choose to",13
"you guys are","you guys are",13
