"","word","freq"
"driven","driven",57
"duty","duty",57
"escape","escape",57
"lazy","lazy",57
"mistake","mistake",57
"negative","negative",57
"opposite","opposite",57
"performed","performed",57
"picking","picking",57
"pork","pork",57
"port","port",57
"portion","portion",57
"pub","pub",57
"punch","punch",57
"regularly","regularly",57
"ruling","ruling",57
"thin","thin",57
"useful","useful",57
"users","users",57
"vanilla","vanilla",57
"walks","walks",57
"wanting","wanting",57
"wilson","wilson",57
"woke","woke",57
"anybody","anybody",56
"assembly","assembly",56
"attended","attended",56
"awkward","awkward",56
"beating","beating",56
"boards","boards",56
"bulls","bulls",56
"cap","cap",56
"causes","causes",56
"chat","chat",56
"checking","checking",56
"closely","closely",56
"counties","counties",56
"dallas","dallas",56
"dates","dates",56
"decent","decent",56
"decline","decline",56
"delivered","delivered",56
"democrat","democrat",56
"depending","depending",56
"depth","depth",56
"deserve","deserve",56
"dying","dying",56
"electric","electric",56
"fame","fame",56
"fraud","fraud",56
"greek","greek",56
"lineup","lineup",56
"loan","loan",56
"mystery","mystery",56
"nonprofit","nonprofit",56
"rough","rough",56
"theory","theory",56
"therapy","therapy",56
"tons","tons",56
"unusual","unusual",56
"volunteers","volunteers",56
"yours","yours",56
"affairs","affairs",55
"ain't","ain't",55
"atlantic","atlantic",55
"auto","auto",55
"ballot","ballot",55
"bands","bands",55
"blast","blast",55
"collective","collective",55
"comedy","comedy",55
"covers","covers",55
"determine","determine",55
"discover","discover",55
"dozens","dozens",55
"eastern","eastern",55
"expert","expert",55
"fallen","fallen",55
"false","false",55
"fed","fed",55
"finishing","finishing",55
"friendship","friendship",55
"guns","guns",55
"he'll","he'll",55
"immediate","immediate",55
"increasing","increasing",55
"iowa","iowa",55
"kicked","kicked",55
"killer","killer",55
"landscape","landscape",55
"lawyer","lawyer",55
"lawyers","lawyers",55
"messages","messages",55
"morgan","morgan",55
"motion","motion",55
"nov","nov",55
"personality","personality",55
"picks","picks",55
"publishing","publishing",55
"reaction","reaction",55
"recommended","recommended",55
"repeat","repeat",55
"teen","teen",55
"traveling","traveling",55
"vegetables","vegetables",55
"vehicles","vehicles",55
"veteran","veteran",55
"victim","victim",55
"warning","warning",55
"wealth","wealth",55
"wee28099ll","wee28099ll",55
"wet","wet",55
"workout","workout",55
"yay","yay",55
"yea","yea",55
"911","911",54
"alleged","alleged",54
"anderson","anderson",54
"assault","assault",54
"assistance","assistance",54
"breast","breast",54
"comic","comic",54
"convicted","convicted",54
"counter","counter",54
"dating","dating",54
"dedicated","dedicated",54
"describe","describe",54
"designs","designs",54
"donations","donations",54
"facilities","facilities",54
"failing","failing",54
"fake","fake",54
"flavors","flavors",54
"franklin","franklin",54
"grab","grab",54
"identify","identify",54
"incredibly","incredibly",54
"interviews","interviews",54
"kinds","kinds",54
"laid","laid",54
"limits","limits",54
"loans","loans",54
"mainly","mainly",54
"map","map",54
"meals","meals",54
"patrick","patrick",54
"perry","perry",54
"phase","phase",54
"powder","powder",54
"promote","promote",54
"quit","quit",54
"recovery","recovery",54
"refused","refused",54
"sacramento","sacramento",54
"sandwich","sandwich",54
"scoring","scoring",54
"seed","seed",54
"sentiment","sentiment",54
"sorts","sorts",54
"sought","sought",54
"soup","soup",54
"spanish","spanish",54
"sucks","sucks",54
"surprising","surprising",54
"transition","transition",54
"understood","understood",54
"we'd","we'd",54
"wishes","wishes",54
"writes","writes",54
"appointment","appointment",53
"athletic","athletic",53
"bite","bite",53
"burning","burning",53
"chips","chips",53
"christopher","christopher",53
"commissioner","commissioner",53
"context","context",53
"crap","crap",53
"crimes","crimes",53
"crying","crying",53
"differently","differently",53
"disappointed","disappointed",53
"elizabeth","elizabeth",53
"fancy","fancy",53
"fiscal","fiscal",53
"frozen","frozen",53
"function","function",53
"gathering","gathering",53
"hardly","hardly",53
"hunt","hunt",53
"jumped","jumped",53
"ken","ken",53
"lakers","lakers",53
"marks","marks",53
"mistakes","mistakes",53
"oklahoma","oklahoma",53
"pat","pat",53
"pocket","pocket",53
"promised","promised",53
"properly","properly",53
"pulling","pulling",53
"rip","rip",53
"sector","sector",53
"situations","situations",53
"soldiers","soldiers",53
"theatre","theatre",53
"whilst","whilst",53
"wrap","wrap",53
"academic","academic",52
"affect","affect",52
"amounts","amounts",52
"announcement","announcement",52
"attractive","attractive",52
"balls","balls",52
"blogger","blogger",52
"boxes","boxes",52
"brewery","brewery",52
"burn","burn",52
"consequences","consequences",52
"contracts","contracts",52
"cycle","cycle",52
"directed","directed",52
"e2809cite28099s","e2809cite28099s",52
"edition","edition",52
"examples","examples",52
"formed","formed",52
"franchise","franchise",52
"greg","greg",52
"heritage","heritage",52
"hide","hide",52
"identity","identity",52
"jeans","jeans",52
"jewish","jewish",52
"kings","kings",52
"lists","lists",52
"loaded","loaded",52
"nation's","nation's",52
"neck","neck",52
"northeast","northeast",52
"olive","olive",52
"opposed","opposed",52
"orleans","orleans",52
"pacific","pacific",52
"pants","pants",52
"participants","participants",52
"photographer","photographer",52
"photography","photography",52
"rating","rating",52
"reporters","reporters",52
"rob","rob",52
"shock","shock",52
"smoking","smoking",52
"species","species",52
"spots","spots",52
"stopping","stopping",52
"stops","stops",52
"storage","storage",52
"testing","testing",52
"throwing","throwing",52
"topics","topics",52
"trend","trend",52
"turkey","turkey",52
"wit","wit",52
"brooklyn","brooklyn",51
"carter","carter",51
"charter","charter",51
"collect","collect",51
"compete","compete",51
"contemporary","contemporary",51
"couples","couples",51
"darkness","darkness",51
"deeper","deeper",51
"deliver","deliver",51
"editor","editor",51
"extended","extended",51
"friendly","friendly",51
"germany","germany",51
"grey","grey",51
"handful","handful",51
"hat","hat",51
"ink","ink",51
"kentucky","kentucky",51
"laughing","laughing",51
"links","links",51
"locked","locked",51
"longtime","longtime",51
"losses","losses",51
"necessarily","necessarily",51
"orders","orders",51
"painted","painted",51
"payment","payment",51
"pension","pension",51
"reference","reference",51
"risks","risks",51
"scary","scary",51
"speaker","speaker",51
"suck","suck",51
"supreme","supreme",51
"thrown","thrown",51
"triple","triple",51
"tweeting","tweeting",51
"universe","universe",51
"wisdom","wisdom",51
"allegedly","allegedly",50
"angels","angels",50
"applied","applied",50
"argued","argued",50
"attached","attached",50
"blend","blend",50
"bottles","bottles",50
"causing","causing",50
"columbia","columbia",50
"contains","contains",50
"corn","corn",50
"desert","desert",50
"developing","developing",50
"drivers","drivers",50
"ducks","ducks",50
"ears","ears",50
"excuse","excuse",50
"finals","finals",50
"flower","flower",50
"funeral","funeral",50
"gang","gang",50
"gear","gear",50
"hadn't","hadn't",50
"helpful","helpful",50
"hidden","hidden",50
"hoped","hoped",50
"ideal","ideal",50
"immigrants","immigrants",50
"interior","interior",50
"italy","italy",50
"jose","jose",50
"joseph","joseph",50
"kit","kit",50
"marijuana","marijuana",50
"minnesota","minnesota",50
"monster","monster",50
"naturally","naturally",50
"nervous","nervous",50
"opposition","opposition",50
"ordinary","ordinary",50
"recall","recall",50
"receiving","receiving",50
"reputation","reputation",50
"rescue","rescue",50
"reveal","reveal",50
"rocks","rocks",50
"roof","roof",50
"salary","salary",50
"silence","silence",50
"silent","silent",50
"sometime","sometime",50
"stephen","stephen",50
"surrounding","surrounding",50
"toll","toll",50
"tracks","tracks",50
"voting","voting",50
"warned","warned",50
"wars","wars",50
"week's","week's",50
"ads","ads",49
"adventure","adventure",49
"agenda","agenda",49
"applications","applications",49
"buddy","buddy",49
"challenging","challenging",49
"children's","children's",49
"clinton","clinton",49
"conduct","conduct",49
"dressed","dressed",49
"drunk","drunk",49
"emotions","emotions",49
"fixed","fixed",49
"fried","fried",49
"gap","gap",49
"grandmother","grandmother",49
"grass","grass",49
"guitar","guitar",49
"heavily","heavily",49
"height","height",49
"hero","hero",49
"hilarious","hilarious",49
"humor","humor",49
"improvement","improvement",49
"indiana","indiana",49
"inner","inner",49
"innocent","innocent",49
"iraq","iraq",49
"ite2809d","ite2809d",49
"kingdom","kingdom",49
"meets","meets",49
"merely","merely",49
"midnight","midnight",49
"monthly","monthly",49
"mountains","mountains",49
"occasionally","occasionally",49
"painful","painful",49
"paintings","paintings",49
"parade","parade",49
"patent","patent",49
"penalty","penalty",49
"pregnancy","pregnancy",49
"races","races",49
"reduced","reduced",49
"ron","ron",49
"roots","roots",49
"serves","serves",49
"shame","shame",49
"silly","silly",49
"sisters","sisters",49
"stepped","stepped",49
"summit","summit",49
"superior","superior",49
"survive","survive",49
"temperature","temperature",49
"titles","titles",49
"trading","trading",49
"waited","waited",49
"world's","world's",49
"ann","ann",48
"approval","approval",48
"attempted","attempted",48
"brief","brief",48
"cats","cats",48
"centre","centre",48
"conversations","conversations",48
"danger","danger",48
"deserves","deserves",48
"desk","desk",48
"elite","elite",48
"employment","employment",48
"entering","entering",48
"equally","equally",48
"existence","existence",48
"fantasy","fantasy",48
"fee","fee",48
"flash","flash",48
"frequently","frequently",48
"gary","gary",48
"girlfriend","girlfriend",48
"grill","grill",48
"horror","horror",48
"inch","inch",48
"jordan","jordan",48
"kim","kim",48
"legislature","legislature",48
"license","license",48
"lips","lips",48
"longterm","longterm",48
"loose","loose",48
"naked","naked",48
"occasion","occasion",48
"organized","organized",48
"outfit","outfit",48
"packed","packed",48
"passengers","passengers",48
"powers","powers",48
"ppl","ppl",48
"preparing","preparing",48
"publicly","publicly",48
"roads","roads",48
"sessions","sessions",48
"shake","shake",48
"shocked","shocked",48
"sin","sin",48
"starter","starter",48
"strip","strip",48
"suggestions","suggestions",48
"sunny","sunny",48
"technical","technical",48
"thanksgiving","thanksgiving",48
"thx","thx",48
"tone","tone",48
"tyler","tyler",48
"valuable","valuable",48
"veterans","veterans",48
"volunteer","volunteer",48
"wing","wing",48
"y'all","y'all",48
"20th","20th",47
"admitted","admitted",47
"analyst","analyst",47
"asleep","asleep",47
"balanced","balanced",47
"bass","bass",47
"begun","begun",47
"bid","bid",47
"bitter","bitter",47
"boost","boost",47
"brewers","brewers",47
"centers","centers",47
"championships","championships",47
"checks","checks",47
"creation","creation",47
"criticism","criticism",47
"cupcakes","cupcakes",47
"exception","exception",47
"explains","explains",47
"gender","gender",47
"gode28099s","gode28099s",47
"howard","howard",47
"hundred","hundred",47
"jealous","jealous",47
"joke","joke",47
"makeup","makeup",47
"max","max",47
"minimum","minimum",47
"mirror","mirror",47
"mode","mode",47
"operate","operate",47
"percentage","percentage",47
"permanent","permanent",47
"pet","pet",47
"priority","priority",47
"productive","productive",47
"promoting","promoting",47
"proved","proved",47
"pure","pure",47
"pursue","pursue",47
"recording","recording",47
"ridiculous","ridiculous",47
"routine","routine",47
"sarah","sarah",47
"severe","severe",47
"stands","stands",47
"streak","streak",47
"supporting","supporting",47
"tho","tho",47
"vast","vast",47
"ward","ward",47
"attempts","attempts",46
"attorneys","attorneys",46
"cardinals","cardinals",46
"category","category",46
"celebrating","celebrating",46
"chest","chest",46
"colleagues","colleagues",46
"competitive","competitive",46
"consecutive","consecutive",46
"creativity","creativity",46
"cuyahoga","cuyahoga",46
"deadline","deadline",46
"deputy","deputy",46
"e2809ca","e2809ca",46
"encouraged","encouraged",46
"engine","engine",46
"error","error",46
"executives","executives",46
"farmers","farmers",46
"finance","finance",46
"glory","glory",46
"grilled","grilled",46
"healing","healing",46
"hockey","hockey",46
"homeless","homeless",46
"involving","involving",46
"jane","jane",46
"knicks","knicks",46
"legislative","legislative",46
"lifetime","lifetime",46
"lincoln","lincoln",46
"marked","marked",46
"nuts","nuts",46
"prince","prince",46
"promises","promises",46
"ray","ray",46
"reminder","reminder",46
"replied","replied",46
"saving","saving",46
"settle","settle",46
"sir","sir",46
"solar","solar",46
"steak","steak",46
"stomach","stomach",46
"struggled","struggled",46
"studying","studying",46
"sunset","sunset",46
"supplies","supplies",46
"tackle","tackle",46
"taxpayers","taxpayers",46
"team's","team's",46
"tear","tear",46
"teeth","teeth",46
"thrilled","thrilled",46
"updated","updated",46
"witness","witness",46
"zero","zero",46
"2013","2013",45
"5000","5000",45
"assets","assets",45
"atmosphere","atmosphere",45
"belt","belt",45
"bin","bin",45
"boyfriend","boyfriend",45
"clark","clark",45
"crack","crack",45
"dealing","dealing",45
"encouraging","encouraging",45
"enemies","enemies",45
"eve","eve",45
"fascinating","fascinating",45
"genre","genre",45
"homework","homework",45
"increasingly","increasingly",45
"involves","involves",45
"jews","jews",45
"judges","judges",45
"mall","mall",45
"marathon","marathon",45
"phones","phones",45
"poem","poem",45
"potato","potato",45
"producer","producer",45
"profit","profit",45
"rally","rally",45
"receiver","receiver",45
"recession","recession",45
"recommendations","recommendations",45
"regardless","regardless",45
"reminds","reminds",45
"repair","repair",45
"reply","reply",45
"rookie","rookie",45
"ruled","ruled",45
"savings","savings",45
"scores","scores",45
"shops","shops",45
"stations","stations",45
"steven","steven",45
"suspended","suspended",45
"switch","switch",45
"tampa","tampa",45
"tastes","tastes",45
"tigers","tigers",45
"til","til",45
"traded","traded",45
"versions","versions",45
"walmart","walmart",45
"wheel","wheel",45
"4th","4th",44
"abandoned","abandoned",44
"apparent","apparent",44
"apps","apps",44
"boil","boil",44
"bold","bold",44
"branch","branch",44
"chopped","chopped",44
"clock","clock",44
"coat","coat",44
"connect","connect",44
"contributed","contributed",44
"deficit","deficit",44
"e2809che","e2809che",44
"e2809cyou","e2809cyou",44
"electronic","electronic",44
"engaged","engaged",44
"finger","finger",44
"formula","formula",44
"founded","founded",44
"gathered","gathered",44
"georgia","georgia",44
"gingrich","gingrich",44
"glasses","glasses",44
"goodness","goodness",44
"honey","honey",44
"humans","humans",44
"inspire","inspire",44
"intelligence","intelligence",44
"liberty","liberty",44
"lonely","lonely",44
"mac","mac",44
"maintenance","maintenance",44
"managing","managing",44
"method","method",44
"milwaukee","milwaukee",44
"mitt","mitt",44
"muscle","muscle",44
"onion","onion",44
"overcome","overcome",44
"overnight","overnight",44
"pile","pile",44
"pitcher","pitcher",44
"practical","practical",44
"properties","properties",44
"rebounds","rebounds",44
"register","register",44
"relations","relations",44
"requests","requests",44
"roasted","roasted",44
"romance","romance",44
"romantic","romantic",44
"sacrifice","sacrifice",44
"seeds","seeds",44
"slices","slices",44
"sox","sox",44
"speaks","speaks",44
"stake","stake",44
"stocks","stocks",44
"sudden","sudden",44
"tables","tables",44
"thousand","thousand",44
"tomato","tomato",44
"tomatoes","tomatoes",44
"topped","topped",44
"toy","toy",44
"transit","transit",44
"ultimate","ultimate",44
"yummy","yummy",44
"aka","aka",43
"alright","alright",43
"amendment","amendment",43
"angel","angel",43
"ban","ban",43
"bedroom","bedroom",43
"boots","boots",43
"breathing","breathing",43
"capture","capture",43
"charlie","charlie",43
"climbing","climbing",43
"colored","colored",43
"column","column",43
"complaints","complaints",43
"congressional","congressional",43
"constitution","constitution",43
"cookie","cookie",43
"couch","couch",43
"covering","covering",43
"didnt","didnt",43
"discussing","discussing",43
"earnings","earnings",43
"elementary","elementary",43
"elsewhere","elsewhere",43
"engineering","engineering",43
"essential","essential",43
"essentially","essentially",43
"expand","expand",43
"exposed","exposed",43
"fbi","fbi",43
"fields","fields",43
"forgotten","forgotten",43
"gallery","gallery",43
"generous","generous",43
"hee28099d","hee28099d",43
"highlights","highlights",43
"hire","hire",43
"horses","horses",43
"hotels","hotels",43
"initiative","initiative",43
"institutions","institutions",43
"jon","jon",43
"kennedy","kennedy",43
"keys","keys",43
"latin","latin",43
"lighting","lighting",43
"lightly","lightly",43
"manning","manning",43
"moore","moore",43
"morris","morris",43
"nurse","nurse",43
"object","object",43
"onions","onions",43
"personnel","personnel",43
"pics","pics",43
"pleasant","pleasant",43
"prosecutor","prosecutor",43
"protesters","protesters",43
"representative","representative",43
"roles","roles",43
"root","root",43
"searching","searching",43
"shelter","shelter",43
"sheriff's","sheriff's",43
"spaces","spaces",43
"spicy","spicy",43
"stewart","stewart",43
"tablespoons","tablespoons",43
"temperatures","temperatures",43
"ties","ties",43
"ugly","ugly",43
"venture","venture",43
"women's","women's",43
"wrapped","wrapped",43
"800","800",42
"adopted","adopted",42
"aggressive","aggressive",42
"analysts","analysts",42
"android","android",42
"answered","answered",42
"appointed","appointed",42
"arguments","arguments",42
"artistic","artistic",42
"asia","asia",42
"bankruptcy","bankruptcy",42
"booth","booth",42
"brush","brush",42
"buzz","buzz",42
"capacity","capacity",42
"communications","communications",42
"complicated","complicated",42
"confident","confident",42
"confused","confused",42
"contain","contain",42
"contrast","contrast",42
"contribute","contribute",42
"copies","copies",42
"corp","corp",42
"counting","counting",42
"creates","creates",42
"def","def",42
"detailed","detailed",42
"disaster","disaster",42
"discussed","discussed",42
"dramatic","dramatic",42
"dressing","dressing",42
"ease","ease",42
"eaten","eaten",42
"educational","educational",42
"edwards","edwards",42
"empire","empire",42
"epic","epic",42
"expressed","expressed",42
"feedback","feedback",42
"feeding","feeding",42
"graduation","graduation",42
"grants","grants",42
"gross","gross",42
"handed","handed",42
"hudson","hudson",42
"impressed","impressed",42
"indianapolis","indianapolis",42
"jerry","jerry",42
"judgment","judgment",42
"layer","layer",42
"manner","manner",42
"mitchell","mitchell",42
"muslim","muslim",42
"nations","nations",42
"neighbor","neighbor",42
"northwest","northwest",42
"nowhere","nowhere",42
"physically","physically",42
"piano","piano",42
"pit","pit",42
"poetry","poetry",42
"poverty","poverty",42
"principal","principal",42
"rail","rail",42
"reaching","reaching",42
"reflect","reflect",42
"relax","relax",42
"revolution","revolution",42
"riley","riley",42
"rolled","rolled",42
"rolls","rolls",42
"secretary","secretary",42
"secure","secure",42
"sentence","sentence",42
"settlement","settlement",42
"seventh","seventh",42
"socalled","socalled",42
"solo","solo",42
"statistics","statistics",42
"strongly","strongly",42
"surely","surely",42
"tablet","tablet",42
"tragedy","tragedy",42
"updates","updates",42
"viewed","viewed",42
"violations","violations",42
"volume","volume",42
"workshop","workshop",42
"yankees","yankees",42
"250","250",41
"abc","abc",41
"andy","andy",41
"anne","anne",41
"awareness","awareness",41
"bench","bench",41
"briefly","briefly",41
"c297","c297",41
"conducted","conducted",41
"corruption","corruption",41
"dawn","dawn",41
"depends","depends",41
"dick","dick",41
"disney","disney",41
"divorce","divorce",41
"documentary","documentary",41
"element","element",41
"endless","endless",41
"exists","exists",41
"expects","expects",41
"exposure","exposure",41
"expression","expression",41
"filing","filing",41
"gate","gate",41
"governments","governments",41
"halloween","halloween",41
"impression","impression",41
"informed","informed",41
"iran","iran",41
"landed","landed",41
"laundry","laundry",41
"liberal","liberal",41
"liquid","liquid",41
"literary","literary",41
"manufacturing","manufacturing",41
"marry","marry",41
"miracle","miracle",41
"partnership","partnership",41
"pleaded","pleaded",41
"poll","poll",41
"prep","prep",41
"producers","producers",41
"raises","raises",41
"rangers","rangers",41
"referred","referred",41
"resort","resort",41
"russell","russell",41
"sample","sample",41
"smiling","smiling",41
"sons","sons",41
"statee28099s","statee28099s",41
"steel","steel",41
"subjects","subjects",41
"suicide","suicide",41
"sum","sum",41
"tale","tale",41
"teammates","teammates",41
"temporary","temporary",41
"texture","texture",41
"thread","thread",41
"trained","trained",41
"twenty","twenty",41
"twin","twin",41
"wayne","wayne",41
"wells","wells",41
"aaron","aaron",40
"adoption","adoption",40
"amy","amy",40
"armed","armed",40
"arrive","arrive",40
"articles","articles",40
"aug","aug",40
"behalf","behalf",40
"blind","blind",40
"brandon","brandon",40
"britain","britain",40
"bruce","bruce",40
"butt","butt",40
"cafe","cafe",40
"catching","catching",40
"charity","charity",40
"coaching","coaching",40
"collected","collected",40
"command","command",40
"consultant","consultant",40
"cried","cried",40
"del","del",40
"delivery","delivery",40
"dirt","dirt",40
"e2809d","e2809d",40
"emotion","emotion",40
"exhibit","exhibit",40
"expenses","expenses",40
"factory","factory",40
"files","files",40
"fundraising","fundraising",40
"gained","gained",40
"garage","garage",40
"gardens","gardens",40
"hadne28099t","hadne28099t",40
"harris","harris",40
"heck","heck",40
"hint","hint",40
"hiring","hiring",40
"hook","hook",40
"hubby","hubby",40
"hurts","hurts",40
"imagination","imagination",40
"jennifer","jennifer",40
"joining","joining",40
"knees","knees",40
"knocked","knocked",40
"lab","lab",40
"locations","locations",40
"microsoft","microsoft",40
"mount","mount",40
"opponents","opponents",40
"owns","owns",40
"pennsylvania","pennsylvania",40
"permission","permission",40
"pitching","pitching",40
"potentially","potentially",40
"praise","praise",40
"represented","represented",40
"resolution","resolution",40
"runner","runner",40
"rural","rural",40
"sadly","sadly",40
"sake","sake",40
"satisfied","satisfied",40
"scratch","scratch",40
"script","script",40
"shadow","shadow",40
"slip","slip",40
"springs","springs",40
"swear","swear",40
"swing","swing",40
"tap","tap",40
"they'd","they'd",40
"tours","tours",40
"tower","tower",40
"tries","tries",40
"troops","troops",40
"units","units",40
"voices","voices",40
"widely","widely",40
"wines","wines",40
"wisconsin","wisconsin",40
"worthy","worthy",40
"10th","10th",39
"120","120",39
"1999","1999",39
"absolute","absolute",39
"acknowledged","acknowledged",39
"acquired","acquired",39
"affected","affected",39
"apples","apples",39
"appreciated","appreciated",39
"awful","awful",39
"awhile","awhile",39
"baked","baked",39
"basket","basket",39
"beneath","beneath",39
"bonus","bonus",39
"burger","burger",39
"calendar","calendar",39
"chamber","chamber",39
"christians","christians",39
"cited","cited",39
"climate","climate",39
"cloud","cloud",39
"coalition","coalition",39
"columbus","columbus",39
"concluded","concluded",39
"congratulations","congratulations",39
"constitutional","constitutional",39
"county's","county's",39
"derby","derby",39
"destination","destination",39
"destroyed","destroyed",39
"dispute","dispute",39
"download","download",39
"economics","economics",39
"edges","edges",39
"employers","employers",39
"engage","engage",39
"establish","establish",39
"extend","extend",39
"factors","factors",39
"fits","fits",39
"forum","forum",39
"fridge","fridge",39
"gently","gently",39
"happily","happily",39
"homemade","homemade",39
"honored","honored",39
"jimmy","jimmy",39
"kidding","kidding",39
"knife","knife",39
"las","las",39
"lawn","lawn",39
"lil","lil",39
"linked","linked",39
"longest","longest",39
"lowest","lowest",39
"nap","nap",39
"navy","navy",39
"odds","odds",39
"olympics","olympics",39
"patience","patience",39
"peak","peak",39
"protests","protests",39
"recognized","recognized",39
"refuse","refuse",39
"remembered","remembered",39
"roman","roman",39
"roy","roy",39
"screening","screening",39
"sensitive","sensitive",39
"settled","settled",39
"sounded","sounded",39
"spray","spray",39
"steal","steal",39
"stunning","stunning",39
"successfully","successfully",39
"sunshine","sunshine",39
"swimming","swimming",39
"teens","teens",39
"tender","tender",39
"tuition","tuition",39
"tuned","tuned",39
"waters","waters",39
"websites","websites",39
"wtf","wtf",39
"600","600",38
"advocates","advocates",38
"affordable","affordable",38
"aged","aged",38
"aim","aim",38
"america's","america's",38
"antonio","antonio",38
"anytime","anytime",38
"arguing","arguing",38
"backs","backs",38
"bacon","bacon",38
"basil","basil",38
"belly","belly",38
"bone","bone",38
"bones","bones",38
"brands","brands",38
"canadian","canadian",38
"clay","clay",38
"commit","commit",38
"compare","compare",38
"convince","convince",38
"courts","courts",38
"creations","creations",38
"crossed","crossed",38
"dean","dean",38
"desperate","desperate",38
"differences","differences",38
"drops","drops",38
"effectively","effectively",38
"eighth","eighth",38
"enemy","enemy",38
"expecting","expecting",38
"expense","expense",38
"explanation","explanation",38
"firms","firms",38
"fishing","fishing",38
"focusing","focusing",38
"format","format",38
"fought","fought",38
"fred","fred",38
"gather","gather",38
"ginger","ginger",38
"hamilton","hamilton",38
"harm","harm",38
"hung","hung",38
"inspiring","inspiring",38
"instructions","instructions",38
"intention","intention",38
"jacket","jacket",38
"jewelry","jewelry",38
"larry","larry",38
"lawsuit","lawsuit",38
"lift","lift",38
"llc","llc",38
"lyrics","lyrics",38
"mama","mama",38
"musicians","musicians",38
"nigga","nigga",38
"occur","occur",38
"olympic","olympic",38
"outcome","outcome",38
"passage","passage",38
"peanut","peanut",38
"pen","pen",38
"performances","performances",38
"photographs","photographs",38
"pound","pound",38
"promising","promising",38
"rachel","rachel",38
"regulations","regulations",38
"representatives","representatives",38
"resistance","resistance",38
"rogers","rogers",38
"runners","runners",38
"secrets","secrets",38
"seniors","seniors",38
"shore","shore",38
"shrimp","shrimp",38
"sits","sits",38
"slight","slight",38
"spain","spain",38
"squad","squad",38
"stairs","stairs",38
"stated","stated",38
"stirring","stirring",38
"survived","survived",38
"symptoms","symptoms",38
"tasty","tasty",38
"theye28099ve","theye28099ve",38
"toss","toss",38
"trains","trains",38
"twins","twins",38
"waves","waves",38
"wildlife","wildlife",38
"wishing","wishing",38
"wooden","wooden",38
"worries","worries",38
"2014","2014",37
"21st","21st",37
"adorable","adorable",37
"aspects","aspects",37
"auction","auction",37
"bits","bits",37
"bow","bow",37
"buried","buried",37
"cameron","cameron",37
"casino","casino",37
"charm","charm",37
"clinic","clinic",37
"complain","complain",37
"correctly","correctly",37
"counsel","counsel",37
"courses","courses",37
"crown","crown",37
"crystal","crystal",37
"democracy","democracy",37
"developer","developer",37
"discussions","discussions",37
"e2809cwhat","e2809cwhat",37
"edward","edward",37
"estimates","estimates",37
"favorites","favorites",37
"fence","fence",37
"finest","finest",37
"flood","flood",37
"fort","fort",37
"frustrated","frustrated",37
"giveaway","giveaway",37
"handling","handling",37
"heree28099s","heree28099s",37
"independence","independence",37
"jam","jam",37
"kyle","kyle",37
"lined","lined",37
"listened","listened",37
"madison","madison",37
"man's","man's",37
"materials","materials",37
"memphis","memphis",37
"michelle","michelle",37
"offseason","offseason",37
"opinions","opinions",37
"overseas","overseas",37
"overtime","overtime",37
"panic","panic",37
"persons","persons",37
"phrase","phrase",37
"pittsburgh","pittsburgh",37
"potter","potter",37
"preparation","preparation",37
"producing","producing",37
"recruiting","recruiting",37
"refreshing","refreshing",37
"returns","returns",37
"russian","russian",37
"sand","sand",37
"scenario","scenario",37
"scholarship","scholarship",37
"shed","shed",37
"slept","slept",37
"solve","solve",37
"someday","someday",37
"spell","spell",37
"spoken","spoken",37
"staring","staring",37
"stays","stays",37
"stolen","stolen",37
"striking","striking",37
"styles","styles",37
"testified","testified",37
"thompson","thompson",37
"titanic","titanic",37
"todaye28099s","todaye28099s",37
"toys","toys",37
"unlikely","unlikely",37
"visits","visits",37
"worn","worn",37
"accomplished","accomplished",36
"associates","associates",36
"audiences","audiences",36
"awake","awake",36
"awarded","awarded",36
"banana","banana",36
"blake","blake",36
"blew","blew",36
"bomb","bomb",36
"bonds","bonds",36
"casual","casual",36
"chill","chill",36
"chrysler","chrysler",36
"circuit","circuit",36
"classroom","classroom",36
"climb","climb",36
"closet","closet",36
"controversial","controversial",36
"convinced","convinced",36
"crucial","crucial",36
"dare","dare",36
"defeat","defeat",36
"defend","defend",36
"dessert","dessert",36
"dialogue","dialogue",36
"document","document",36
"donate","donate",36
"dried","dried",36
"duke","duke",36
"emily","emily",36
"entrance","entrance",36
"frequent","frequent",36
"funded","funded",36
"gates","gates",36
"generate","generate",36
"gradually","gradually",36
"grandma","grandma",36
"heels","heels",36
"highlight","highlight",36
"hood","hood",36
"index","index",36
"invite","invite",36
"ireland","ireland",36
"layers","layers",36
"luke","luke",36
"min","min",36
"moms","moms",36
"municipal","municipal",36
"neighborhoods","neighborhoods",36
"notion","notion",36
"orchestra","orchestra",36
"partly","partly",36
"pasta","pasta",36
"pays","pays",36
"philosophy","philosophy",36
"presents","presents",36
"primarily","primarily",36
"privacy","privacy",36
"prizes","prizes",36
"produces","produces",36
"referring","referring",36
"remarks","remarks",36
"rent","rent",36
"resulted","resulted",36
"robinson","robinson",36
"royal","royal",36
"salmon","salmon",36
"scandal","scandal",36
"scheme","scheme",36
"screaming","screaming",36
"sketch","sketch",36
"snack","snack",36
"string","string",36
"studied","studied",36
"suspects","suspects",36
"thoroughly","thoroughly",36
"threatened","threatened",36
"trash","trash",36
"treats","treats",36
"trenton","trenton",36
"unions","unions",36
"visual","visual",36
"walker","walker",36
"whisk","whisk",36
"wise","wise",36
"wondered","wondered",36
"activists","activists",35
"airlines","airlines",35
