"","word","freq"
"a spokeswoman for the","a spokeswoman for the",7
"a year and a","a year and a",7
"about the size of","about the size of",7
"according to the national","according to the national",7
"according to the report","according to the report",7
"across the street from","across the street from",7
"all i can say","all i can say",7
"all of this is","all of this is",7
"and every one of","and every one of",7
"and i know that","and i know that",7
"and i think it","and i think it",7
"and i wanted to","and i wanted to",7
"and i was so","and i was so",7
"and it was a","and it was a",7
"and that is a","and that is a",7
"and this is what","and this is what",7
"appeared to be a","appeared to be a",7
"as simple as that","as simple as that",7
"as we all know","as we all know",7
"at one of the","at one of the",7
"at this point i","at this point i",7
"be sure to check","be sure to check",7
"be the first to","be the first to",7
"been a long time","been a long time",7
"been one of the","been one of the",7
"before the end of","before the end of",7
"but i have to","but i have to",7
"but i think it","but i think it",7
"came up with the","came up with the",7
"coach of the year","coach of the year",7
"could not be reached","could not be reached",7
"dancing with the stars","dancing with the stars",7
"did a lot of","did a lot of",7
"did not respond to","did not respond to",7
"didn't want to be","didn't want to be",7
"do you have any","do you have any",7
"don't know what to","don't know what to",7
"during world war ii","during world war ii",7
"each and every one","each and every one",7
"end of the game","end of the game",7
"enough to know that","enough to know that",7
"feel like i have","feel like i have",7
"feel the need to","feel the need to",7
"felt like i was","felt like i was",7
"for a few minutes","for a few minutes",7
"for a few years","for a few years",7
"for a while but","for a while but",7
"for all to see","for all to see",7
"for the next three","for the next three",7
"from the rest of","from the rest of",7
"from the very beginning","from the very beginning",7
"get away from the","get away from the",7
"get out of bed","get out of bed",7
"get rid of the","get rid of the",7
"give it a try","give it a try",7
"going to be in","going to be in",7
"great to see you","great to see you",7
"grew up in the","grew up in the",7
"happy birthday to my","happy birthday to my",7
"happy mothers day to","happy mothers day to",7
"hard for me to","hard for me to",7
"has been in the","has been in the",7
"has been trying to","has been trying to",7
"has the power to","has the power to",7
"have no idea what","have no idea what",7
"have the power to","have the power to",7
"have to go through","have to go through",7
"have to go to","have to go to",7
"he and his wife","he and his wife",7
"he said i think","he said i think",7
"here are some of","here are some of",7
"here is what i","here is what i",7
"hope you are having","hope you are having",7
"hope you had a","hope you had a",7
"how i feel about","how i feel about",7
"i can't tell you","i can't tell you",7
"i decided to take","i decided to take",7
"i didn't have a","i didn't have a",7
"i don't feel like","i don't feel like",7
"i don't think i","i don't think i",7
"i done28099t know if","i done28099t know if",7
"i done28099t need to","i done28099t need to",7
"i had to do","i had to do",7
"i hate it when","i hate it when",7
"i have been doing","i have been doing",7
"i have never been","i have never been",7
"i have to get","i have to get",7
"i hope you all","i hope you all",7
"i just had to","i just had to",7
"i look at the","i look at the",7
"i love you so","i love you so",7
"i need to make","i need to make",7
"i should be able","i should be able",7
"i think i know","i think i know",7
"i thought it might","i thought it might",7
"i was looking for","i was looking for",7
"i was thinking about","i was thinking about",7
"i will let you","i will let you",7
"i woke up this","i woke up this",7
"i would have to","i would have to",7
"ie28099m not sure if","ie28099m not sure if",7
"if i were to","if i were to",7
"if you look at","if you look at",7
"if you'd like to","if you'd like to",7
"in a few minutes","in a few minutes",7
"in a long time","in a long time",7
"in a small bowl","in a small bowl",7
"in a written statement","in a written statement",7
"in charge of the","in charge of the",7
"in front of his","in front of his",7
"in front of you","in front of you",7
"in more than one","in more than one",7
"in my last post","in my last post",7
"in my life i","in my life i",7
"in no particular order","in no particular order",7
"in such a way","in such a way",7
"in terms of the","in terms of the",7
"in the aftermath of","in the aftermath of",7
"in the bay area","in the bay area",7
"in the city of","in the city of",7
"in the company of","in the company of",7
"in the first two","in the first two",7
"in the hands of","in the hands of",7
"in the heart of","in the heart of",7
"in the kitchen and","in the kitchen and",7
"in the past and","in the past and",7
"in the past few","in the past few",7
"in the presence of","in the presence of",7
"in the regular season","in the regular season",7
"in the same period","in the same period",7
"in the us and","in the us and",7
"in the world but","in the world but",7
"in us district court","in us district court",7
"into one of the","into one of the",7
"is not a good","is not a good",7
"is not going to","is not going to",7
"it is difficult to","it is difficult to",7
"it seems to me","it seems to me",7
"it took me a","it took me a",7
"it used to be","it used to be",7
"it was a bit","it was a bit",7
"it was a very","it was a very",7
"it was in the","it was in the",7
"it was such a","it was such a",7
"it will be the","it will be the",7
"ite28099s one of the","ite28099s one of the",7
"just in time for","just in time for",7
"keep up the good","keep up the good",7
"know that i am","know that i am",7
"know that you are","know that you are",7
"looking forward to a","looking forward to a",7
"love you so much","love you so much",7
"more than a dozen","more than a dozen",7
"most of the other","most of the other",7
"my goal is to","my goal is to",7
"need to get the","need to get the",7
"no matter how much","no matter how much",7
"no matter what the","no matter what the",7
"now is the time","now is the time",7
"of millions of dollars","of millions of dollars",7
"of people who are","of people who are",7
"of the 20th century","of the 20th century",7
"of the house and","of the house and",7
"of the university of","of the university of",7
"of the year award","of the year award",7
"on behalf of the","on behalf of the",7
"on both sides of","on both sides of",7
"on condition of anonymity","on condition of anonymity",7
"on one side and","on one side and",7
"on the day of","on the day of",7
"on the left side","on the left side",7
"on the right side","on the right side",7
"on the same page","on the same page",7
"on their way to","on their way to",7
"one of the great","one of the great",7
"one of the greatest","one of the greatest",7
"one of the main","one of the main",7
"other end of the","other end of the",7
"over the next few","over the next few",7
"over the past decade","over the past decade",7
"part of the problem","part of the problem",7
"part of the reason","part of the reason",7
"past couple of weeks","past couple of weeks",7
"please let me know","please let me know",7
"plenty of time to","plenty of time to",7
"president and chief executive","president and chief executive",7
"put an end to","put an end to",7
"really looking forward to","really looking forward to",7
"reminds me of a","reminds me of a",7
"rest of my life","rest of my life",7
"seems to me that","seems to me that",7
"she was able to","she was able to",7
"so as not to","so as not to",7
"so much for the","so much for the",7
"so much more than","so much more than",7
"some of the things","some of the things",7
"thank you to everyone","thank you to everyone",7
"thanks for following me","thanks for following me",7
"thanks to all who","thanks to all who",7
"that can be used","that can be used",7
"that i have to","that i have to",7
"that i wanted to","that i wanted to",7
"that i was able","that i was able",7
"that i will be","that i will be",7
"that is what i","that is what i",7
"that it has been","that it has been",7
"that led to the","that led to the",7
"that needed to be","that needed to be",7
"that there was no","that there was no",7
"that we need to","that we need to",7
"that you are not","that you are not",7
"that you need to","that you need to",7
"the base of the","the base of the",7
"the best of the","the best of the",7
"the bottom line is","the bottom line is",7
"the bottom of this","the bottom of this",7
"the cause of the","the cause of the",7
"the first round of","the first round of",7
"the first time that","the first time that",7
"the latest in a","the latest in a",7
"the men and women","the men and women",7
"the missouri department of","the missouri department of",7
"the nature of the","the nature of the",7
"the need for a","the need for a",7
"the next day i","the next day i",7
"the ohio department of","the ohio department of",7
"the only one who","the only one who",7
"the other day i","the other day i",7
"the past few years","the past few years",7
"the point where i","the point where i",7
"the possibility of a","the possibility of a",7
"the same kind of","the same kind of",7
"the second half of","the second half of",7
"the sound of the","the sound of the",7
"the story of a","the story of a",7
"the top of my","the top of my",7
"the two of them","the two of them",7
"there is no other","there is no other",7
"there is no reason","there is no reason",7
"think of all the","think of all the",7
"this is a very","this is a very",7
"this time last year","this time last year",7
"this will be a","this will be a",7
"to be a bit","to be a bit",7
"to be honest i","to be honest i",7
"to be the case","to be the case",7
"to come out and","to come out and",7
"to go back and","to go back and",7
"to go out and","to go out and",7
"to go to a","to go to a",7
"to live in the","to live in the",7
"to make it a","to make it a",7
"to make sure you","to make sure you",7
"to me and i","to me and i",7
"to name a few","to name a few",7
"to point out that","to point out that",7
"to see if i","to see if i",7
"to spend more time","to spend more time",7
"to take on the","to take on the",7
"to talk to you","to talk to you",7
"to think about it","to think about it",7
"to those of you","to those of you",7
"today i'm going to","today i'm going to",7
"up in the morning","up in the morning",7
"up the good work","up the good work",7
"used to be the","used to be the",7
"want it to be","want it to be",7
"want to go to","want to go to",7
"want to make a","want to make a",7
"was a little bit","was a little bit",7
"was in high school","was in high school",7
"was looking for a","was looking for a",7
"we have to be","we have to be",7
"we have to do","we have to do",7
"we will have to","we will have to",7
"what can i say","what can i say",7
"what do you do","what do you do",7
"what it was like","what it was like",7
"what they are doing","what they are doing",7
"what you have to","what you have to",7
"who is going to","who is going to",7
"will be at the","will be at the",7
"will be held at","will be held at",7
"will have to be","will have to be",7
"will have to wait","will have to wait",7
"with a series of","with a series of",7
"with a touch of","with a touch of",7
"with some of the","with some of the",7
"won't be able to","won't be able to",7
"would be willing to","would be willing to",7
"would have to be","would have to be",7
"would love to hear","would love to hear",7
"you can be sure","you can be sure",7
"you for your support","you for your support",7
"you have no idea","you have no idea",7
"you have to have","you have to have",7
"you might want to","you might want to",7
"you need to get","you need to get",7
"you want them to","you want them to",7
"50 percent of the","50 percent of the",6
"a couple of months","a couple of months",6
"a different kind of","a different kind of",6
"a few days and","a few days and",6
"a few minutes later","a few minutes later",6
"a few of my","a few of my",6
"a good place to","a good place to",6
"a huge fan of","a huge fan of",6
"a large part of","a large part of",6
"a long way from","a long way from",6
"a long way to","a long way to",6
"a lot about the","a lot about the",6
"a lot more to","a lot more to",6
"a lot of different","a lot of different",6
"a lot of guys","a lot of guys",6
"a waste of time","a waste of time",6
"according to a report","according to a report",6
"after world war ii","after world war ii",6
"all of these things","all of these things",6
"all the things that","all the things that",6
"all the time but","all the time but",6
"all the time in","all the time in",6
"all walks of life","all walks of life",6
"am going to be","am going to be",6
"am looking forward to","am looking forward to",6
"an interview with the","an interview with the",6
"and a half hours","and a half hours",6
"and be able to","and be able to",6
"and i don't think","and i don't think",6
"and i had a","and i had a",6
"and i have no","and i have no",6
"and is expected to","and is expected to",6
"and it would be","and it would be",6
"and members of the","and members of the",6
"and most of the","and most of the",6
"and out of the","and out of the",6
"and roll hall of","and roll hall of",6
"and thank you for","and thank you for",6
"and there was no","and there was no",6
"and this is the","and this is the",6
"and we have to","and we have to",6
"appears to be a","appears to be a",6
"are part of the","are part of the",6
"are the ones that","are the ones that",6
"are we going to","are we going to",6
"around the world are","around the world are",6
"as a way of","as a way of",6
"as i can remember","as i can remember",6
"as i can tell","as i can tell",6
"as soon as they","as soon as they",6
"as well as an","as well as an",6
"as well as to","as well as to",6
"at some point i","at some point i",6
"at the heart of","at the heart of",6
"at the last minute","at the last minute",6
"at the right time","at the right time",6
"at this point it","at this point it",6
"be able to be","be able to be",6
"be able to find","be able to find",6
"be able to have","be able to have",6
"be added to the","be added to the",6
"be found in the","be found in the",6
"be interesting to see","be interesting to see",6
"be the end of","be the end of",6
"been a lot of","been a lot of",6
"been able to do","been able to do",6
"before the start of","before the start of",6
"billions of dollars in","billions of dollars in",6
"but i feel like","but i feel like",6
"but i think i","but i think i",6
"but if you are","but if you are",6
"but if you want","but if you want",6
"but it will be","but it will be",6
"but there was a","but there was a",6
"but this is a","but this is a",6
"but when it comes","but when it comes",6
"but you have to","but you have to",6
"by one of the","by one of the",6
"by the time the","by the time the",6
"by the way i","by the way i",6
"can't wait to hear","can't wait to hear",6
"coming to an end","coming to an end",6
"could have been a","could have been a",6
"couple of weeks ago","couple of weeks ago",6
"day of the week","day of the week",6
"did a great job","did a great job",6
"did not have the","did not have the",6
"did not want to","did not want to",6
"did you go to","did you go to",6
"didne28099t know what to","didne28099t know what to",6
"do a lot of","do a lot of",6
"does not have the","does not have the",6
"doing a lot of","doing a lot of",6
"dow jones industrial average","dow jones industrial average",6
"due to the fact","due to the fact",6
"earlier in the day","earlier in the day",6
"every now and then","every now and then",6
"excited to see what","excited to see what",6
"fall in love with","fall in love with",6
"felt the need to","felt the need to",6
"finishing touches on the","finishing touches on the",6
"first half of the","first half of the",6
"first three months of","first three months of",6
"for a bit of","for a bit of",6
"for a few hours","for a few hours",6
"for a few weeks","for a few weeks",6
"for a little while","for a little while",6
"for a while i","for a while i",6
"for a while now","for a while now",6
"for all of the","for all of the",6
"for all of us","for all of us",6
"for anyone who has","for anyone who has",6
"for much of the","for much of the",6
"for quite a while","for quite a while",6
"for quite some time","for quite some time",6
"for some reason i","for some reason i",6
"for the last few","for the last few",6
"for the past two","for the past two",6
"for those of us","for those of us",6
"for you and your","for you and your",6
"get the chance to","get the chance to",6
"get the job done","get the job done",6
"getting out of the","getting out of the",6
"go out there and","go out there and",6
"going to be able","going to be able",6
"going to be at","going to be at",6
"going to be fun","going to be fun",6
"going to be on","going to be on",6
"got out of the","got out of the",6
"had a hard time","had a hard time",6
"had so much fun","had so much fun",6
"happy mother's day to","happy mother's day to",6
"has been on the","has been on the",6
"has some of the","has some of the",6
"has something to do","has something to do",6
"have a good one","have a good one",6
"have a problem with","have a problem with",6
"have a wonderful day","have a wonderful day",6
"have come to the","have come to the",6
"have the ability to","have the ability to",6
"have to go back","have to go back",6
"have to pay for","have to pay for",6
"haven't been able to","haven't been able to",6
"he also said that","he also said that",6
"he said he was","he said he was",6
"he said it was","he said it was",6
"he was a great","he was a great",6
"how do you know","how do you know",6
"how much i love","how much i love",6
"i already have a","i already have a",6
"i also have a","i also have a",6
"i am happy to","i am happy to",6
"i am still in","i am still in",6
"i can think of","i can think of",6
"i could see the","i could see the",6
"i decided that i","i decided that i",6
"i decided to go","i decided to go",6
"i decided to use","i decided to use",6
"i did not have","i did not have",6
"i do know that","i do know that",6
"i done28099t know about","i done28099t know about",6
"i done28099t think it","i done28099t think it",6
"i had a great","i had a great",6
"i have a feeling","i have a feeling",6
"i have to be","i have to be",6
"i have yet to","i have yet to",6
"i hope to have","i hope to have",6
"i hope you are","i hope you are",6
"i knew i was","i knew i was",6
"i know there are","i know there are",6
"i know this is","i know this is",6
"i like to think","i like to think",6
"i love it when","i love it when",6
"i love you too","i love you too",6
"i really want to","i really want to",6
"i seem to have","i seem to have",6
"i think i was","i think i was",6
"i think it would","i think it would",6
"i think that the","i think that the",6
"i think there are","i think there are",6
"i was a bit","i was a bit",6
"i was in high","i was in high",6
"i was on my","i was on my",6
"i was told to","i was told to",6
"i went back to","i went back to",6
"i will be able","i will be able",6
"i will have to","i will have to",6
"i will try to","i will try to",6
"i wonder if i","i wonder if i",6
"i'm just going to","i'm just going to",6
"if i had to","if i had to",6
"if there is a","if there is a",6
"if there is anything","if there is anything",6
"if you are going","if you are going",6
"if you are not","if you are not",6
"if you ask me","if you ask me",6
"if you can get","if you can get",6
"if you're going to","if you're going to",6
"in a food processor","in a food processor",6
"in a large skillet","in a large skillet",6
"in a variety of","in a variety of",6
"in less than a","in less than a",6
"in love with this","in love with this",6
"in my head i","in my head i",6
"in order to get","in order to get",6
"in response to a","in response to a",6
"in some of the","in some of the",6
"in the amount of","in the amount of",6
"in the coming weeks","in the coming weeks",6
"in the early days","in the early days",6
"in the eighth inning","in the eighth inning",6
"in the first game","in the first game",6
"in the last three","in the last three",6
"in the life of","in the life of",6
"in the long run","in the long run",6
"in the new year","in the new year",6
"in the past three","in the past three",6
"in the world and","in the world and",6
"is a combination of","is a combination of",6
"is a part of","is a part of",6
"is also known as","is also known as",6
"is it just me","is it just me",6
"is likely to be","is likely to be",6
"is more of a","is more of a",6
"is scheduled to be","is scheduled to be",6
"is still in the","is still in the",6
"is working on a","is working on a",6
"it and i love","it and i love",6
"it back to the","it back to the",6
"it could be the","it could be the",6
"it could have been","it could have been",6
"it feels good to","it feels good to",6
"it had been a","it had been a",6
"it has to do","it has to do",6
"it is just a","it is just a",6
"it means to be","it means to be",6
"it might be a","it might be a",6
"it out of the","it out of the",6
"it reminds me of","it reminds me of",6
"it was a long","it was a long",6
"it was hard to","it was hard to",6
"it was only a","it was only a",6
"it was still a","it was still a",6
"it will be interesting","it will be interesting",6
"it would be great","it would be great",6
"it's a lot of","it's a lot of",6
"it's one of the","it's one of the",6
"just a couple of","just a couple of",6
"just around the corner","just around the corner",6
"just got back from","just got back from",6
"know about you but","know about you but",6
"know how to do","know how to do",6
"know what to expect","know what to expect",6
"last week at the","last week at the",6
"let me know what","let me know what",6
"like the idea of","like the idea of",6
"like the rest of","like the rest of",6
"like to have a","like to have a",6
"live in a world","live in a world",6
"long as i can","long as i can",6
"lot of people who","lot of people who",6
"made a lot of","made a lot of",6
"make a difference in","make a difference in",6
"many of you will","many of you will",6
"matter of time before","matter of time before",6
"may not have been","may not have been",6
"me for a long","me for a long",6
"me know what you","me know what you",6
"me out of the","me out of the",6
"men and women who","men and women who",6
"months of the year","months of the year",6
"more likely to be","more likely to be",6
"more than a decade","more than a decade",6
"more than a few","more than a few",6
"more than a little","more than a little",6
"more to do with","more to do with",6
"need to go back","need to go back",6
"not involved in the","not involved in the",6
"not the end of","not the end of",6
"of the day the","of the day the",6
"of the fact that","of the fact that",6
"of the people who","of the people who",6
"of the year but","of the year but",6
"of the year for","of the year for",6
"off the top of","off the top of",6
"on his way to","on his way to",6
"on one of the","on one of the",6
"on one side of","on one side of",6
"on the east coast","on the east coast",6
"on the eve of","on the eve of",6
"on the part of","on the part of",6
"on the same day","on the same day",6
"on the west coast","on the west coast",6
"once upon a time","once upon a time",6
"one of the better","one of the better",6
"one of those things","one of those things",6
"one or more of","one or more of",6
"one way or the","one way or the",6
"only a matter of","only a matter of",6
"or at least the","or at least the",6
"or more of the","or more of the",6
"out of the house","out of the house",6
"out to be the","out to be the",6
"over the past five","over the past five",6
"over the past two","over the past two",6
"over the past year","over the past year",6
"people who want to","people who want to",6
"place in the world","place in the world",6
"president george w bush","president george w bush",6
"probably one of the","probably one of the",6
"put a lot of","put a lot of",6
"quite a bit of","quite a bit of",6
"remove from heat and","remove from heat and",6
"rest of the season","rest of the season",6
"right out of the","right out of the",6
"rock and roll hall","rock and roll hall",6
"safe to say that","safe to say that",6
"said he did not","said he did not",6
"said he plans to","said he plans to",6
"said this is a","said this is a",6
"seems to have a","seems to have a",6
"send me an email","send me an email",6
"smile on my face","smile on my face",6
"so be sure to","so be sure to",6
"so far i have","so far i have",6
"so many of us","so many of us",6
"so much that i","so much that i",6
"so much to do","so much to do",6
"so that they can","so that they can",6
"some of them are","some of them are",6
"sounds like a good","sounds like a good",6
"spent most of the","spent most of the",6
"st louis public schools","st louis public schools",6
"takes a lot of","takes a lot of",6
"thanks for the rts","thanks for the rts",6
"thanks to all of","thanks to all of",6
"that a lot of","that a lot of",6
"that are going to","that are going to",6
"that awkward moment when","that awkward moment when",6
"that he had been","that he had been",6
"that he was not","that he was not",6
"that he will be","that he will be",6
"that i want to","that i want to",6
"that sort of thing","that sort of thing",6
"that there was a","that there was a",6
"that time of year","that time of year",6
"that you do not","that you do not",6
"the author of the","the author of the",6
"the benefit of the","the benefit of the",6
"the best thing about","the best thing about",6
"the core of the","the core of the",6
"the details of the","the details of the",6
"the direction of the","the direction of the",6
"the face of the","the face of the",6
"the fact that in","the fact that in",6
"the fact that my","the fact that my",6
"the fact that we","the fact that we",6
"the finishing touches on","the finishing touches on",6
"the first three months","the first three months",6
"the first time we","the first time we",6
"the first time with","the first time with",6
"the goal is to","the goal is to",6
"the help of the","the help of the",6
"the house and senate","the house and senate",6
"the idea behind the","the idea behind the",6
"the inside of the","the inside of the",6
"the lack of a","the lack of a",6
"the last few weeks","the last few weeks",6
"the last of the","the last of the",6
"the last time the","the last time the",6
"the level of the","the level of the",6
"the members of the","the members of the",6
"the one thing i","the one thing i",6
"the only one that","the only one that",6
"the only way to","the only way to",6
"the outside of the","the outside of the",6
"the past two weeks","the past two weeks",6
"the problem is that","the problem is that",6
"the remainder of the","the remainder of the",6
"the rest of his","the rest of his",6
"the rest of your","the rest of your",6
"the result of the","the result of the",6
"the rock and roll","the rock and roll",6
"the role of the","the role of the",6
"the safety of the","the safety of the",6
"the same level of","the same level of",6
"the shape of a","the shape of a",6
"the terms of the","the terms of the",6
"the wall street journal","the wall street journal",6
"their way to the","their way to the",6
"there was no way","there was no way",6
"they were in the","they were in the",6
"think i'm going to","think i'm going to",6
"this is my first","this is my first",6
"this is not to","this is not to",6
"this is what i","this is what i",6
"this is why i","this is why i",6
"thought i would share","thought i would share",6
"thought it might be","thought it might be",6
"through the end of","through the end of",6
"to all of my","to all of my",6
"to all of you","to all of you",6
"to be in a","to be in a",6
"to be the most","to be the most",6
"to catch up on","to catch up on",6
"to check it out","to check it out",6
"to come back and","to come back and",6
"to come out of","to come out of",6
"to deal with it","to deal with it",6
"to do the right","to do the right",6
"to everyone who came","to everyone who came",6
"to find out more","to find out more",6
"to find out what","to find out what",6
"to get me to","to get me to",6
"to get ready for","to get ready for",6
"to get them to","to get them to",6
"to give him a","to give him a",6
"to give it a","to give it a",6
"to go ahead and","to go ahead and",6
"to go along with","to go along with",6
"to hear what you","to hear what you",6
"to kill a mockingbird","to kill a mockingbird",6
"to know more about","to know more about",6
"to learn more about","to learn more about",6
"to let you know","to let you know",6
"to live in a","to live in a",6
"to look forward to","to look forward to",6
"to raise money for","to raise money for",6
"to see if there","to see if there",6
"to step up and","to step up and",6
"to take a picture","to take a picture",6
"to the grocery store","to the grocery store",6
"to the lack of","to the lack of",6
"to the level of","to the level of",6
"to the next level","to the next level",6
"to think about the","to think about the",6
"to work on my","to work on my",6
"too much of a","too much of a",6
"trying to find a","trying to find a",6
"up and down the","up and down the",6
"up in the air","up in the air",6
"us know if you","us know if you",6
"wake up in the","wake up in the",6
"want to go home","want to go home",6
"want to have a","want to have a",6
"wanted to be a","wanted to be a",6
"wanted to make sure","wanted to make sure",6
"was pronounced dead at","was pronounced dead at",6
"way or the other","way or the other",6
"we had a blast","we had a blast",6
"we have a lot","we have a lot",6
"we look forward to","we look forward to",6
"we're going to have","we're going to have",6
"what are your thoughts","what are your thoughts",6
"what i have to","what i have to",6
"what is your favorite","what is your favorite",6
"what the hell is","what the hell is",6
"when i saw the","when i saw the",6
"when it came to","when it came to",6
"whether or not they","whether or not they",6
"why is it that","why is it that",6
"will be added to","will be added to",6
"will be on the","will be on the",6
"will be the first","will be the first",6
"wish i could be","wish i could be",6
"with a couple of","with a couple of",6
"with a group of","with a group of",6
"with salt and pepper","with salt and pepper",6
"would be nice to","would be nice to",6
"would like to have","would like to have",6
"would not comment on","would not comment on",6
"would you like to","would you like to",6
"years ago when i","years ago when i",6
"you are in the","you are in the",6
"you don't know what","you don't know what",6
"you for the rt","you for the rt",6
"you go to a","you go to a",6
"you have a great","you have a great",6
"you look at the","you look at the",6
"you may want to","you may want to",6
"you need to know","you need to know",6
"you to everyone who","you to everyone who",6
"you want to see","you want to see",6
"you're going to get","you're going to get",6
